id,title,link,difficulty,likes,ac,tags
441,Arranging Coins,https://leetcode.com/problems/arranging-coins,1,3753,46.50%,"[8, 2]"
38,Count and Say,https://leetcode.com/problems/count-and-say,2,3751,54.10%,[3]
473,Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square,2,3738,40.20%,"[1, 7, 4, 8]"
1829,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,1,3734,73.60%,"[1, 2]"
1105,Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines,2,3733,62.70%,"[1, 7]"
52,N-Queens II,https://leetcode.com/problems/n-queens-ii,3,3732,73.20%,[4]
1586,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,2,3730,67.00%,"[1, 7, 2]"
1121,Partition Array for Maximum Sum,https://leetcode.com/problems/partition-array-for-maximum-sum,2,3729,72.40%,"[1, 7]"
854,Making A Large Island,https://leetcode.com/problems/making-a-large-island,3,3721,46.40%,"[1, 6, 6, 2]"
630,Course Schedule III,https://leetcode.com/problems/course-schedule-iii,3,3714,40.10%,"[1, 2, 1]"
816,Design HashSet,https://leetcode.com/problems/design-hashset,1,3698,67.10%,"[1, 1]"
611,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number,2,3693,50.90%,"[1, 2, 2, 2]"
1582,Design Browser History,https://leetcode.com/problems/design-browser-history,2,3690,77.50%,"[1, 1, 1, 1]"
795,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar,2,3689,46.30%,"[8, 8, 4]"
455,Assign Cookies,https://leetcode.com/problems/assign-cookies,1,3678,52.70%,"[1, 2, 2]"
1114,Binary Search Tree to Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,2,3677,85.80%,"[5, 6, 5]"
355,Design Twitter,https://leetcode.com/problems/design-twitter,2,3670,38.90%,"[1, 1, 1]"
1447,Jump Game IV,https://leetcode.com/problems/jump-game-iv,3,3668,46.40%,"[1, 6]"
407,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii,3,3667,47.80%,"[1, 6, 1, 2]"
1119,Robot Bounded In Circle,https://leetcode.com/problems/robot-bounded-in-circle,2,3661,55.60%,"[8, 3]"
1370,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,2,3653,64.30%,"[1, 8, 2]"
